title,content,tokens
flow_chart section 1,"健檢所綁訂的有效帳號，或請您描述
所遇到的問題  
▪ 收到，後續將由客服人員為您
處理，確認後將會回覆您，請
留意客服訊息，謝謝您  
▪ （有帳號／有綁訂折扣碼）",2857
flow_chart section 1,"▪ （有帳號／有綁訂折扣碼）  
▪ 請描述您所遇到的問題  
▪ 收到，後續將由客服人員為您
處理，確認後將會回覆您，請
留意客服訊息，謝謝您  
▪ （無帳號）",2857
flow_chart section 1,"▪ （無帳號）  
▪ 未找到符合的帳號，請重新輸入（循
環３次）  
▪ ""【若３次都錯】 【推小分類圖
卡】不好意思，目前沒有完全
符合您所寫的帳號 。建議您再
重新選擇您的問題，或許我就",2857
flow_chart section 1,"重新選擇您的問題，或許我就
能回答您喔，謝謝 "" 
o 健檢如何改期  
▪ 我想要改期  
▪ 您好!請您至""我的訂單 ""中的""歷史紀錄 ""，即可直接",2857
flow_chart section 1,"變更日期，每個人有兩次變更權限，謝謝 ! (提供教
學圖卡) 
o 費用相關  
▪ 升等方案費用如何支付  
▪ 您好!升等方案的價差是直接於平台上支付的，電子發票會寄送至您的會員信箱",2857
flow_chart section 1,"▪ 加選項目費用如何支付  
▪ 您好!升等方案的價差是直接於平台上支付的，電子
發票會寄送至您的會員信箱  
▪ 眷屬健檢費用如何支付  
▪ 您好!眷屬的方案是預約時及在平台上直接線上支付
喔",2857
flow_chart section 1,"喔 
▪ 電子發票要改開三聯式  
▪ 您好，請告知訂單編號或發票號碼，我們將為您變
更 
▪ 好的，請告知欲變更的統一編號，我們將為
您變更  
▪ 【變更後發票要再寄給客戶】 ""收到，",2857
flow_chart section 1,"我們將會為您處理電子發票問題。若
還有其他問題歡迎來訊，謝謝 "" 
▪ （沒有開發票）您好！本次體檢由公司補
助，因此不會開立發票給個人喔  
▪ （訂單／統編錯誤）未找到符合的發票，請",2857
flow_chart section 1,"重新輸入（循環３次）  
▪ 【若３次都錯】 【推小分類圖卡】 說""
不好意思，目前沒有完全符合您所寫
的發票。建議您再重新選擇您的問
題，或許我就能回答您喔，謝謝 "" 
▪ 沒有收到電子發票",2857
flow_chart section 1,"▪ 沒有收到電子發票  
▪ 您好，請告知訂單編號，我們將為您補發  
▪ 好的，請提供可以寄送的 mail，我們將為您
補發  ▪ 【變更後發票要再寄給客戶】 ""收到，",2857
flow_chart section 1,"我們將會為您處理電子發票問題。若
還有其他問題歡迎來訊，謝謝 "" 
▪ （沒有開發票）您好！本次體檢由公司補
助，因次不會開立發票給個人喔  
▪ （訂單／統編錯誤）未找到符合的訂單，請",2857
flow_chart section 1,"重新輸入（循環３次）  
▪ 【若３次都錯】 【推小分類圖卡】 ""不
好意思，目前沒有完全符合您所寫的
訂單。建議您再重新選擇您的問題，
或許我就能回答您喔，謝謝 "" 
o 檢前注意事項",2857
flow_chart section 1,"o 檢前注意事項  
▪ 注意事項  
▪ (提供教學圖卡 )您好!下列是檢前注意事項  
▪ 可能會遇到生理期  
▪ (提供教學圖 卡)您好!女性遇生理期會有部分項目不",2857
flow_chart section 1,"適合進行，建議您生理期結束後三天再補做部分檢
查 
▪ 健檢報到時間  
▪ 您好!報到時間要依照各健檢機構規定，一般而言，
若是早上檢查，報到時間大概是 8-10點；若是下午",2857
flow_chart section 1,"檢查，報到時間大概是下午的 1-2點 
▪ 報到時需要帶甚麼  
▪ 您好!當天報到請記得攜帶健保卡及身分證 (本國
人)；外國籍請帶護照或是居留證  
▪ 健檢流程需要多久",2857
flow_chart section 1,"▪ 健檢流程需要多久  
▪ 您好!一般健檢流程約需 2-4小時不等，請您事先預
留時間喔  ▪ 沒有收到檢前通知信或簡訊  
▪ 您好!檢前通知信 (簡訊)是由各健檢機構依其內部作",2857
flow_chart section 1,"業進行。平台會於檢前一天發送檢前提醒，請留意
喔 
▪ 沒有收到糞便檢體盒  
▪ 您好!糞便檢體採集盒是由各健檢機構依其內部作業
進行。若您於檢前三天仍未收到，請告知我們，謝
謝",2857
flow_chart section 1,"謝 
o 健檢報告何時收到  
▪ 您好！健檢報告將視各健檢機構作業而定，通常可於受檢
日後的14-21個工作天 (不含假日 )產出喔！  
• 個人自費健檢  
o 個檢如何預約",2857
flow_chart section 1,"o 個檢如何預約  
• 醫師線上諮詢  
o 都留，刪除電話 +視訊  
• 會員使用問題  
o 如何登入  
o 如何變更密碼  
o 如何變更帳號  
• 健康文章",2857
flow_chart section 1,"o 如何變更帳號  
• 健康文章  
o 連結到Mednes  
• 健康測一測  
o 連結到主站",2857
flow_chart section 1,"o 連結到主站  
 
3. 互動與動作判斷  (小分類) • 針對不同的顧客回應，系統會進行動作判斷以決定接下來的流程。  
• 動作判斷 ：",2857
flow_chart section 1,"• 動作判斷 ： 
o 確認顧客身分 ：系統可要求顧客輸入公司或個人資訊進行驗證。  
o 依序引導 ：若身份驗證正確，系統會提供下一步指引，並給出相
應的連結或選項。",2857
flow_chart section 1,"應的連結或選項。  
o 錯誤處理 ：若顧客在多次嘗試中輸入錯誤資訊，系統則建議顧客
重新選擇服務或提供其他指引。",2857
calander_test section 1,臺北市文山區景興國民小學 111學年度第 1學期學校重要行事曆,3951
calander_test section 1,"教務處(藍)       學務處 (紅)         總務處 (紫)         輔導處 (綠)    幼兒園（橘 ) 111.06.22 課發會通過  
月
份 週 星期/日期",3951
calander_test section 1,"月
份 週 星期/日期  
學    校    重    要    活    動 
 日 一 二 三 四 五 六 
七
月       1 2 7/1 暑假開始",3951
calander_test section 1,"7/1 特推會議 (審查特教課程計畫 ) 
7/1 兒童權利公約研習  10:00 -12:00 (校史室 )  
7/1 13：30特教研習  
7/1 教師晨會 8:30",3951
calander_test section 1,"7/1 教師晨會 8:30  
7/1 幼兒園期末園務會議、期末教學分享  
7/1-7/5備課日  
7/4  課後照顧開始 (7/4-8/19)",3951
calander_test section 1,"7/4 暑期泳訓營開始 (7/4-8/12)(暫定，須視教育局防疫政策）  
7/5 強化教師性平知能及通報察覺研習 10:00 -12:00 (校史室 )  
7/8-14 油印機送廠保養",3951
calander_test section 1,"7/8-14 油印機送廠保養  
7/19課程計畫審查  
7/19 -7/22雙語夏令營  
7/20 主管會報  
7/15 年度飲水機清缸大保養 (第1批)",3951
calander_test section 1,"7/22 年度飲水機清缸大保養 (第2批) 
7/22 消防設備保養 .建物公共安全檢 查申報(停車場及幼兒園 ) 
7/29 幼兒園註冊日   3 4 5 6 7 8 9",3951
calander_test section 1,"10 11 12 13 14 15 16 
 17 18 19 20 21 22 23 
 24 25 26 27 28 29 30 
 31       
八",3951
calander_test section 1,"31       
八
月   1 2 3 4 5 6 8/2 上午09:00校史室  行政會報 暨文書講習 (含組長 ) 
8/2中央廚房試營運及供餐",3951
calander_test section 1,"8/2中央廚房試營運及供餐  
8/3 幼兒園編班會議、 111-1期初課程發展會議  
8/19 公佈幼兒園編班名單  
8/21-8/24 完成廁所外包 清潔(備課日前完成 )",3951
calander_test section 1,"8/22-26 幼兒園園區清潔  
8/23 清洗水塔 .飲水機巡檢及水質檢驗 .泳池鍋爐大保養  
8/26 幼兒園消毒  
8/26 教師備課日 教師晨會 8:30-10：00",3951
calander_test section 1,"8/26 新進教師座談會 10:00 -11：00 
        教學輔導教師相見歡 11：00-12：30 
8/26 學校願景與校訂課程 研習13：30-16：30",3951
calander_test section 1,"8/26-27 校服廠商到校販賣校服  
8/28 祖父母節  
8/29 返校日 (11:10放學，不供餐 ) 
8/29 111 學年度第 1次校務會議  14:00校史室",3951
calander_test section 1,"8/30 開學日  
8/30 學童午餐開始供餐  
8/30 新生始業活動 暨家長座談會  
8/30 2 -6年級課外社團、 課後照顧  開始上課",3951
calander_test section 1,"8/31 一年級課外社團、 課後照顧  開始上課  
8/30-9/5 友善校園週活動  
8/31 課後泳訓班開始招生 (預定，需視 教育局防疫政策 ) 
  7 8 9 10 11 12 13",3951
calander_test section 1,"14 15 16 17 18 19 20 
 21 22 23 24 25 26 27 
一 28 29 30 31    九",3951
calander_test section 1,"一 28 29 30 31    九
月 一     1 2 3 9/1 幼兒園開學日暨祖父母節、課後留園開始  
9/1 開學典禮 (大操場，  雨天則改至活動中心 )",3951
calander_test section 1,"9/1 本土語言支援 教師入班上課  
9/2 幼兒園開學典禮  
9/2 五年級潔廁講習 (8：00~8：30演藝廳 ) 
9/2 擴大行政會報",3951
calander_test section 1,"9/2 擴大行政會報    
9/2 召開家長委員會 (19:00校史室 ) 
9/5 體育課開始上游泳課游泳課 (預定，需視 教育局防疫政策 ) 
9/6 二-六年級開始使用含 氟漱口水",3951
calander_test section 1,"9/7 消防設備保養維護 .電氣設備保養 .昇降設備保養 .飲水機巡檢及更換       
      濾心 
9/7 四年級科學競賽 ( 活動中心 ) 
9/9 中秋節補假一天",3951
calander_test section 1,"9/9 中秋節補假一天  
9/10 中秋節  
9/12第一次複合式防災演練  
9/12課後泳訓班開始上課 (預定，需視 教育局防疫政策 )",3951
calander_test section 1,"9/14 愛心志工座談會 暨特殊教育訓練 (8:30 -11:30校史室 ) 
9/14 六年級防制學生藥物濫用巡迴宣 教(演藝廳 )9:20 -10:10",3951
calander_test section 1,"9/14 五年級空氣品質宣導 (活動中心） 9：30~10：10 
9/15 幼兒園學校日 (晚上18：30-20：30) 
9/15一、四年級尿液初檢  
9/15 縮短修業年限申請截止",3951
calander_test section 1,"9/15 縮短修業年限申請截止  
9/15 第一學期身心障礙學生無法自行上下學交通補助費申請截止  
9/16 特教推行委員會期初會議  
9/16 學校願景與校訂課程討論",3951
calander_test section 1,"9/16 學校願景與校訂課程討論  
9/17 學校日 (8：30-11:40)  
9/19 主管會報  
9/19-9/23 長照通識宣導週  
9/20 111 -1模範生選拔開始",3951
calander_test section 1,"9/21 第二次複合式防災演練 (國家防災日 ) 
9/21 一四年級蟯蟲檢查  
9/21 小田園課程 -1(第1.2節校史室、菜園 ) 
9/26-9/28 校際交流活動 (嘉義縣香林國小 )",3951
calander_test section 1,"9/26 攜手激勵班開始上課  
9/28 教師節慶祝活動  
9/26-9/30  四年級 SPM-P施測 
9/26-9/30 性別平等 教育宣導週",3951
calander_test section 1,"9/28 高年級性別平等宣導講座 (8:40 -10:00活動中心 ) 
9/30 召開家長會會員代表大會 (19:00校史室 )",3951
calander_test section 1,"9/30 食物中毒演練 (13:00)  二 4 5 6 7 8 9 10 
三 11 12 13 14 15 16 17 
四 18 19 20 21 22 23 24",3951
calander_test section 1,"五 25 26 27 28 29 30  
十
月 五       1 10/4 五年級基本學力檢測  
10/4 旗鼓隊選才 (活動中心 12:40~13:20)",3951
calander_test section 1,"10/4 一年級開始使用含 氟漱口水  
10/5 五年級消防體驗日 (8:30 -10:10)  
10/6 一、四年級尿液複檢  
10/6 三年級客家文化到校闖關活動 (活動中心 )",3951
calander_test section 1,"10/6  一般智能資優鑑定校內家長說明會 08:00(10/6 -14報名收件 ) 
10/7一年級暨轉學生心臟病篩檢 9：00-12：00(校史室 ) 
10/7 擴大行政會報",3951
calander_test section 1,"10/7 擴大行政會報  
10/10 國慶日  
10/11 -11/4 臺北市 111學年度學生音樂比賽  
10/11 體表會旗鼓隊開始練習  
10/12 生命教育週生命 鬥士講座宣導",3951
calander_test section 1,"10/13 租稅教育宣導 (8:00~8:40 活動中心 ) 
10/14 泳池鍋爐保養 .飲水機巡檢 .快速影印機保養  六 2 3 4 5 6 7 8",3951
calander_test section 1,"七 9 10 11 12 13 14 15 八 16 17 18 19 20 21 22 10/14 學校願景與校訂課程討論  
10/15 112 年度區域性資優方案申請截止",3951
calander_test section 1,"10/17 主管會報  
10/17 三、四、五、六年級流感疫苗注射暫定 (地點:校史室
9:00~16:00)",3951
calander_test section 1,"9:00~16:00)  
10/18 一、二年級流感疫苗注射暫定 (地點:校史室 09:00~12:00)  
10/17 -10/21 特教暨生命教育宣導週",3951
calander_test section 1,"10/18  幼兒園校外教學 (暫定 ) 
10/19 小田園課程 -2(第1.2節校史室、菜園 ) 
10/19 中年級特 教體驗活動 (三年級  8：40 四年級  9：30)",3951
calander_test section 1,"10/21 畢業生轉介國中鑑定申請報名  
10/22 童軍技能章 暨專科章考驗  
10/24 -10/28 交通安全宣導週  
10/26 三年級交通安全宣導  (演藝廳 )",3951
calander_test section 1,"10/26 體育表演會會前賽  九 23 24 25 26 27 28 29 
十 30 31      
 
十
一
月 十   1 2 3 4 5 11/1-11/2 二~六年級期中定期評量",3951
calander_test section 1,"11/3 幼兒園期中教學會議  
11/4 擴大行政會報  
11/8-11/10 調閱一至六年級數習  
11/9 小田園課程 -3(第1.2節校史室、菜園 ) 
11/9 資優鑑定初選",3951
calander_test section 1,"11/9 資優鑑定初選  
11/11 體育表演會第一次預演  
11/14 主管會報  
11/15 社團靜態成果展開始  
11/16 體育表演會第二次預演",3951
calander_test section 1,"11/16 體育表演會第二次預演  
11/18 消防設備保養維護 .飲水機巡檢  
11/18 學校願景與校訂課程討論  
11/19 體育表演會  
11/21 體育表演會補假",3951
calander_test section 1,"11/21 體育表演會補假  
11/22 在校生轉介鑑定安置申請報名  
11/23 小田園課程 -4(第1.2節校史室、菜園 )",3951
calander_test section 1,"11/23 四年級法治 教育宣導 (9:30~10:20 演藝廳 ) 
11/23南區運動游泳賽 (地點:景美國小 ) 
11/24 一、四年級健康檢查 (地點:活動中心 9:00~16:00)",3951
calander_test section 1,"11/29 -30南區運動會田徑賽 (地點:台北田徑場 ) 
11/30 五年級仙岩綠活百萬小學堂 (活動中心 08:40 -10:00)",3951
calander_test section 1,"11/30 三年級人身安全 教育宣導  08:20~10:10 演藝廳  
 十
一 6 7 8 9 10 11 12 
十
二 13 14 15 16 17 18 19 
十",3951
calander_test section 1,"十
三 20 21 22 23 24 25 26 
十
四 27 28 29 30    
十
二
月 十
四     1 2 3 12/1-12/10 幼兒園幼升小鑑定安置申請報名",3951
calander_test section 1,"12/2 擴大行政會報  
12/5-12/9 電氣設備保養 .昇降設備保養 . 飲水機檢驗及更換濾心 .泳池 
         鍋爐保養 .快速影印機保養",3951
calander_test section 1,"12/6-12/8 調閱三至六年級自習  
12/7 六年級仙岩綠活百萬小學堂 (活動中心 08:40 -10:00)  
12/9 校內科展複審 (一)",3951
calander_test section 1,"12/9 校內科展複審 (一) 
12/13 -12/17 家庭教育暨兒少保護 教育週 
12/14 校內科展複審 (二)",3951
calander_test section 1,"12/14 校內科展複審 (二) 
12/14 四年級青春期健康 教育講座 (9：30-10：10演藝廳 ) 
12/14 -12/16 聯絡簿調閱",3951
calander_test section 1,"12/14 社團動態成果展排練 (08:00~10:00 活動中心 ) 
12/15 社團動態成果展 (08:00~08:40 活動中心 ) 十
五 4 5 6 7 8 9 10 
十",3951
calander_test section 1,"五 4 5 6 7 8 9 10 
十
六 11 12 13 14 15 16 17 
十
七 18 19 20 21 22 23 24 十",3951
calander_test section 1,"八 25 26 27 28 29 30 31 12/16 學校願景與校訂課程討論  
12/19 五年級升旗服務隊培訓開始  
12/19 主管會報",3951
calander_test section 1,"12/19 主管會報  
12/20 新生班級說故事 (故事屋 09：30-12：00) 
12/21 二年級英語活動 (演藝廳 )",3951
calander_test section 1,"12/21 六年級急救教育 (8：30~10：10活動中心 ) 
12/27 -12/29 調閱三至六年級社習  
12/28 新春揮毫活動 (8：00~10：10活動中心 ) 
 
一
月 十",3951
calander_test section 1,"一
月 十
九 1 2 3 4 5 6 7 1/1 元旦 
1/4(三)&1/11(三) 期末IEP會議 
1/7(六)補1/20(五)的課 
1/6 擴大行政會報",3951
calander_test section 1,"1/6 擴大行政會報  
1/9 消防設備保養 .飲水機巡檢  
1/9-13 幼兒園迎新年系列活動  
1/10-12 調閱二至六年級作文簿",3951
calander_test section 1,"1/11 期末認輔志工會議、生命 教育委員會期末會議、家庭 教育委員會  
          期末會議  
1/12-1/13 二~六年級期末定期評量  
1/13 特教推行委員會期末會議",3951
calander_test section 1,"1/13 特教推行委員會期末會議  
1/13 學校願景與校訂課程討論  
1/13 六年級西餐禮儀 教育 
1/16 主管會報  
1/17二年級營養 教育暫定 (演藝廳 )",3951
calander_test section 1,"1/18三年級營養 教育暫定 (演藝廳 ) 
1/17  一~六年級含 氟漱口水本學期最後一次實施  
1/18 福氣餅書寫活動 (8：40~10：10校史室 )",3951
calander_test section 1,"1/18 111 學年度第 2次校務會議  
1/18 課外社團、 課後照顧班  最後一天上課  
1/19 休業典禮 (活動中心 )",3951
calander_test section 1,"1/19 休業典禮 (活動中心 ) 
1/19 111 學年第 1學期結束、本土語言支援 教師結束上課  
1/20 寒假開始  
 
 二
十 8 9 10 11 12 13 14 
二
十",3951
calander_test section 1,"二
十
一 15 16 17 18 19 20 21 
 
 22 23 24 25 26 27 28 
 29 30 31",3951
user_story section 1,"用戶故事  1：企業員工進行健檢預約  
角色：企業員工  
目標：成功預約健檢  
故事： 
作為一名企業員工，我希望通過「醫小梅」客服，輕鬆完成健檢預約流程，以
便在合適的時間接受健康檢查。",1730
user_story section 1,"便在合適的時間接受健康檢查。  
驗收標準 ： 
• 成功加入「醫小梅」好友並選擇「我要預約」 。  
• 提供公司名稱或統編，並按照系統引導登入平台。",1730
user_story section 1,"• 依照步驟完成預約流程，並收到包含預約詳情的確認通知信。  
 
用戶故事  2：員工遇到預約問題  
角色：企業員工  
目標：解決在預約過程中遇到的問題  
故事：",1730
user_story section 1,"故事： 
作為一名員工，如果在預約過程中遇到問題，我希望能得到「醫小梅」的指引
與協助，以便完成預約。  
驗收標準 ： 
• 若遇到日期安排問題，可提交三個希望的體檢日期，等待客服協助安
排。",1730
user_story section 1,"排。  
• 若無法找到合適的健檢日期，客服將回覆並確認最終體檢日期。  
 
用戶故事  3：想為眷屬預約健檢  
角色：企業員工  
目標：為家屬預約健檢並獲取優惠  
故事：",1730
user_story section 1,"故事： 
作為一名員工，我希望能通過「醫小梅」為眷屬預約健檢，並享有員工價格優
惠，以便讓家屬也能進行健康檢查。  驗收標準 ： 
• 員工能為家屬完成預約並使用折扣碼享有優惠價格。",1730
user_story section 1,"• 確認眷屬的預約流程，並確保最終的行程安排及通知到位。  
 
用戶故事  4：折扣碼使用問題  
角色：企業員工  
目標：解決折扣碼無法使用的問題  
故事：",1730
user_story section 1,"故事： 
作為一名企業員工，我希望能解決折扣碼無法使用的問題，確保能在預約時使
用折扣。  
驗收標準 ： 
• 若折扣碼無法使用，員工可聯繫客服核對帳號是否已綁定有效折扣碼。",1730
user_story section 1,"• 客服回覆問題並提供正確的折扣碼使用方式。  
 
用戶故事  5：健檢後問題查詢  
角色：企業員工  
目標：了解健檢報到流程和報告時間  
故事：",1730
user_story section 1,"故事： 
作為一名企業員工，我希望在預約後能了解健檢流程的細節，包括報到時間和
檢查報告的回覆時間，以便妥善安排個人行程。  
驗收標準 ： 
• 能獲得健檢報到的具體時間和所需準備的物品。",1730
user_story section 1,"• 清楚了解檢查報告的回覆時間範圍和發送方式。  
 
用戶故事  6：確認預約訂單的問題  
角色：企業員工  
目標：確認預約訂單並解決錯誤輸入問題  故事：",1730
user_story section 1,"作為一名企業員工，我希望能在預約訂單上獲得確認並能更正我的資訊錯誤，
以確保我的預約有效並按時安排。  
驗收標準 ： 
• 員工能通過「醫小梅」提供訂單編號，獲得客服的快速確認。",1730
user_story section 1,"• 若有輸入錯誤的情況（如身分證或訂單編號） ，在三次嘗試後獲得客服建
議並進行正確選擇。  
 
用戶故事  7：變更健檢方案或選項  
角色：企業員工  
目標：修改健檢方案或新增項目",1730
user_story section 1,"目標：修改健檢方案或新增項目  
故事： 
作為一名企業員工，我希望能升級我的健檢方案或新增檢查項目，以便更全面
了解健康狀況。  
驗收標準 ：",1730
user_story section 1,"了解健康狀況。  
驗收標準 ： 
• 員工能選擇升級方案並完成線上支付，系統自動發送電子發票至員工信
箱。  
• 員工能指定額外檢查項目，客服在確認後通知員工最終方案與相關資
訊。",1730
user_story section 1,"訊。  
 
用戶故事  8：折扣碼查詢與綁定  
角色：企業員工  
目標：了解和綁定折扣碼以獲得優惠  
故事： 
作為一名企業員工，我希望在預約時能使用公司提供的折扣碼，以便節省健檢",1730
user_story section 1,"費用。  
驗收標準 ： 
• 若員工提供的帳號未綁定折扣碼，客服協助查詢並告知原因。  • 若折扣碼有效，客服確認折扣碼應用，並通知員工已成功享有優惠。  
 
用戶故事  9：改期健檢服務",1730
user_story section 1,"用戶故事  9：改期健檢服務  
角色：企業員工  
目標：更改原預約的健檢日期  
故事： 
作為一名企業員工，我希望在個人行程變更時，能方便地更改健檢日期，確保
預約符合我的時間安排。",1730
user_story section 1,"預約符合我的時間安排。  
驗收標準 ： 
• 員工可在「我的訂單」中查看歷史紀錄，並有兩次免費改期機會。  
• 系統確認改期成功並回覆新日期安排。",1730
user_story section 1,"用戶故事  10：檢前準備事項的確認  
角色：企業員工  
目標：了解健檢前的所有注意事項  
故事： 
作為一名企業員工，我希望在健檢前清楚了解所有準備事項，以確保檢查能順
利進行。",1730
user_story section 1,"利進行。  
驗收標準 ： 
• 員工能透過「醫小梅」查詢檢前注意事項，如準備物品、可能受影響的
檢查項目等，並獲得簡易指引。  
• 若遇到特定狀況（如生理期） ，客服提供替代建議。",1730
user_story section 1,"用戶故事  11：健檢報告的發送查詢  
角色：企業員工  
目標：確認健檢報告的發送日期和方式  
故事：",1730
user_story section 1,"故事： 
作為一名企業員工，我希望能清楚了解健檢報告的產出日期和發送方式，以便及時查看檢查結果。  
驗收標準 ： 
• 員工能向客服詢問預期的報告產出時間（通常在 14至21個工作日
內） 。",1730
user_story section 1,"內） 。  
• 系統通知報告已產出，並提供查詢方式（如郵寄、電子檔等） 。  
 
用戶故事  12：電子發票補發  
角色：企業員工  
目標：補發健檢相關的電子發票  
故事：",1730
user_story section 1,"故事： 
作為一名企業員工，我希望在沒有收到發票的情況下能夠請客服協助補發，以
便完成個人報帳需求。  
驗收標準 ： 
• 員工可向客服提供訂單編號或發票號碼，客服確認並補發電子發票。",1730
user_story section 1,• 若有需要變更的資訊（如統編） ，客服幫助更新後再次寄送。,1730
